file_name,full_path,label,description
arch_176.csv,./data/raw/volatility/ARCH/volatility_arch_short/arch_176.csv,Volatility,There is a Volatility in this series.
egarch_195.csv,./data/raw/volatility/EGARCH/volatility_egarch_medium/egarch_195.csv,Volatility,There is a Volatility in this series.
garch_68.csv,./data/raw/volatility/GARCH/volatility_garch_short/garch_68.csv,Volatility,There is a Volatility in this series.
egarch_313.csv,./data/raw/volatility/EGARCH/volatility_egarch_short/egarch_313.csv,Volatility,There is a Volatility in this series.
garch_686.csv,./data/raw/volatility/GARCH/volatility_garch_medium/garch_686.csv,Volatility,There is a Volatility in this series.
garch_792.csv,./data/raw/volatility/GARCH/volatility_garch_short/garch_792.csv,Volatility,There is a Volatility in this series.
egarch_483.csv,./data/raw/volatility/EGARCH/volatility_egarch_short/egarch_483.csv,Volatility,There is a Volatility in this series.
garch_930.csv,./data/raw/volatility/GARCH/volatility_garch_short/garch_930.csv,Volatility,There is a Volatility in this series.
arch_453.csv,./data/raw/volatility/ARCH/volatility_arch_short/arch_453.csv,Volatility,There is a Volatility in this series.
arch_142.csv,./data/raw/volatility/ARCH/volatility_arch_short/arch_142.csv,Volatility,There is a Volatility in this series.
garch_331.csv,./data/raw/volatility/GARCH/volatility_garch_medium/garch_331.csv,Volatility,There is a Volatility in this series.
arch_447.csv,./data/raw/volatility/ARCH/volatility_arch_short/arch_447.csv,Volatility,There is a Volatility in this series.
garch_283.csv,./data/raw/volatility/GARCH/volatility_garch_medium/garch_283.csv,Volatility,There is a Volatility in this series.
garch_934.csv,./data/raw/volatility/GARCH/volatility_garch_short/garch_934.csv,Volatility,There is a Volatility in this series.
garch_222.csv,./data/raw/volatility/GARCH/volatility_garch_short/garch_222.csv,Volatility,There is a Volatility in this series.
arch_928.csv,./data/raw/volatility/ARCH/volatility_arch_medium/arch_928.csv,Volatility,There is a Volatility in this series.
arch_448.csv,./data/raw/volatility/ARCH/volatility_arch_medium/arch_448.csv,Volatility,There is a Volatility in this series.
garch_181.csv,./data/raw/volatility/GARCH/volatility_garch_short/garch_181.csv,Volatility,There is a Volatility in this series.
